step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
982,180126,982,0.43124899475082223,0.0,0.8703703703703703
983,180191,983,0.3871120728592069,0.0,0.7837837837837838
984,180344,984,0.016624846217068213,1.0,1.0
985,180505,985,0.024102864095069218,1.0,1.0
986,180922,986,0.839791993302544,0.0,0.7506775067750677
987,181739,987,0.5834372390534646,0.0,0.7740112994350282
988,181908,988,0.20435400234211576,0.0,0.9272727272727272
989,182005,989,0.08522725437488472,1.0,1.0
990,182334,990,1.3140399583849935,0.0,0.6623376623376623
991,182639,991,1.6146008121224147,0.0,0.6
992,183528,992,1.515057590251773,0.0,0.6476868327402135
993,183617,993,0.42568702920237816,0.0,0.8148148148148148
994,183874,994,0.646035325886321,0.0,0.8042328042328042
995,183971,995,0.2253892748640035,0.0,0.851063829787234
996,184300,996,0.9638341383179045,0.0,0.7394366197183099
997,184397,997,0.25384752600915733,0.0,0.9041095890410958
998,184550,998,0.7943473718188492,0.0,0.7272727272727273
999,184647,999,0.29494464041153096,0.0,0.9078947368421053
1000,184744,1000,0.2904793170836758,0.0,0.8780487804878049
1001,184977,1001,1.3352624053074014,0.0,0.6439024390243903
1002,185154,1002,0.5075321346504312,0.0,0.8017241379310345
1003,185251,1003,0.018930084458656536,1.0,1.0
1004,185372,1004,0.5832165445172365,0.0,0.8316831683168316
1005,185509,1005,0.7625310594088374,0.0,0.7078651685393258
1006,185630,1006,0.2561231597635125,0.0,0.9166666666666666
1007,186087,1007,1.2589403826350312,0.0,0.679814385150812
1008,186152,1008,0.5225412784543494,0.0,0.78125
1009,186241,1009,0.6763743842640286,0.0,0.6779661016949152
1010,186338,1010,0.013888837848417948,1.0,1.0
1011,186451,1011,0.1778476833092871,0.0,0.9538461538461539
1012,186820,1012,0.5351647133386535,0.0,0.7674418604651163
1013,186957,1013,0.6075572533826481,0.0,0.7613636363636364
1014,187390,1014,0.607947023818398,0.0,0.7933884297520661
1015,187559,1015,0.6742401427267629,0.0,0.7910447761194029
1016,187664,1016,0.1061046347308467,0.0,0.9821428571428571
1017,187721,1017,0.3315701101310696,0.0,0.8333333333333334
1018,187866,1018,0.5004052494910329,0.0,0.7717391304347826
1019,188091,1019,0.26418330689022923,0.0,0.9096774193548387
1020,188188,1020,0.014914134660784353,1.0,1.0
1021,188453,1021,1.1351153353180001,0.0,0.6858407079646017
1022,188542,1022,0.02720584269724381,1.0,1.0
1023,188727,1023,0.5647226541257403,0.0,0.8106060606060606
1024,188856,1024,0.30250092833187225,0.0,0.8823529411764706
1025,188977,1025,0.09276857301586645,0.0,0.9885057471264368
1026,189090,1026,0.4111646786335099,0.0,0.8088235294117647
1027,189435,1027,0.7265591729176859,0.0,0.7613636363636364
1028,189628,1028,0.2930658591211853,0.0,0.8934426229508197
1029,189733,1029,0.014168165507560915,1.0,1.0
1030,190006,1030,0.19698680891460463,0.0,0.8819444444444444
1031,190199,1031,1.232552651387786,0.0,0.6477987421383647
1032,190280,1032,0.8092965230829527,0.0,0.7384615384615385
1033,190401,1033,0.7614091953436999,0.0,0.7473684210526316
1034,190466,1034,0.40549233326316086,0.0,0.7741935483870968
1035,190571,1035,0.608394031641125,0.0,0.7560975609756098
1036,190732,1036,0.42728627758563764,0.0,0.8432835820895522
1037,191077,1037,0.08211778509450723,0.0,0.96
1038,191310,1038,1.7170191182730454,0.0,0.5952380952380952
1039,191447,1039,0.11223462024190464,0.0,0.95
1040,191840,1040,0.40640884654062104,0.0,0.8345864661654135
1041,191969,1041,0.699513121980488,0.0,0.8155339805825242
1042,192106,1042,0.332749013687649,0.0,0.9047619047619048
1043,192171,1043,0.27250952700662534,0.0,0.8823529411764706
1044,192228,1044,0.287611602506144,0.0,0.9032258064516129
1045,192333,1045,0.07775375919815768,0.0,0.9873417721518988
1046,192398,1046,0.019102999684395633,1.0,1.0
1047,192535,1047,0.26677226422779726,0.0,0.872093023255814
1048,192768,1048,0.8890698301776015,0.0,0.68
1049,192945,1049,1.3135400288791843,0.0,0.6729559748427673
1050,193082,1050,0.07823692171622602,0.0,0.967032967032967
1051,193259,1051,0.7958268014581089,0.0,0.7338709677419355
1052,193324,1052,0.22662092067024597,0.0,0.8809523809523809
1053,193389,1053,0.06931331208703341,0.0,0.9375
1054,193662,1054,0.09529501834520705,0.0,0.9766081871345029
1055,194023,1055,0.7244712489187732,0.0,0.7535714285714286
1056,194600,1056,0.9469909269450818,0.0,0.7415094339622641
1057,194697,1057,0.09276866229519855,0.0,0.9655172413793104
1058,194754,1058,0.16191780404628014,0.0,0.9473684210526315
1059,195147,1059,1.1505550130828304,0.0,0.6440129449838188
1060,195356,1060,0.6246117932111172,0.0,0.815028901734104
1061,195445,1061,0.16808928572075194,0.0,0.9166666666666666
1062,195526,1062,0.11226062824087922,0.0,0.9666666666666667
1063,195839,1063,0.3469982378787494,0.0,0.8614718614718615
1064,196008,1064,1.1404385137713104,0.0,0.7164179104477612
1065,196145,1065,0.12306269766424402,0.0,0.9253731343283582
1066,196346,1066,0.863138323369459,0.0,0.7243589743589743
1067,196675,1067,0.8299575635018365,0.0,0.7243816254416962
1068,196940,1068,0.4437108083705344,0.0,0.7969924812030075
1069,197053,1069,0.9016708829287278,0.0,0.691358024691358
1070,197094,1070,0.5123753963668055,0.0,0.75
1071,197231,1071,0.5148497560700799,0.0,0.8404255319148937
1072,197432,1072,0.3929579622739358,0.0,0.8083333333333333
1073,197537,1073,0.10535706379413,0.0,0.9746835443037974
1074,197906,1074,0.4866216588447975,0.0,0.7887931034482759
1075,197955,1075,0.40395309907936505,0.0,0.8181818181818182
1076,198108,1076,2.6858141539829608,0.0,0.3652173913043478
1077,198269,1077,0.4613189193044722,0.0,0.8524590163934426
1078,198326,1078,0.07797084316119757,0.0,0.975609756097561
1079,198607,1079,0.5168933605630363,0.0,0.7817258883248731
1080,198664,1080,0.09034876079237099,0.0,0.9615384615384616
1081,198769,1081,1.1417581119541385,0.0,0.654320987654321
1082,198850,1082,0.4148230840875455,0.0,0.7777777777777778
1083,198979,1083,0.08001069805489627,0.0,0.9767441860465116
1084,199068,1084,0.14633090107487076,0.0,0.9649122807017544
1085,199269,1085,0.21154632938309523,0.0,0.8907563025210085
1086,199430,1086,0.10072293576858145,0.0,0.9607843137254902
1087,199495,1087,0.46442905999416734,0.0,0.8
1088,199648,1088,0.10872715921973063,0.0,0.9382716049382716
1089,199721,1089,0.10172576590844984,0.0,0.96875
1090,199954,1090,0.5317703528321958,0.0,0.82
1091,200107,1091,0.8913306590360419,0.0,0.732824427480916
1092,200180,1092,0.08010355176870723,0.0,0.9574468085106383
1093,200285,1093,0.35017696084892286,0.0,0.8987341772151899
1094,200470,1094,1.6919728905457097,0.0,0.5714285714285714
1095,200655,1095,0.23570427715596695,0.0,0.8833333333333333
1096,200744,1096,0.3782745308936278,0.0,0.8
1097,200825,1097,0.2810124931840623,0.0,0.8627450980392157
1098,200922,1098,0.22022191256710189,0.0,0.8833333333333333
1099,201027,1099,0.40203388047489447,0.0,0.7592592592592593
1100,201116,1100,0.19383466039288183,0.0,0.9264705882352942
1101,201197,1101,0.58499932322257,0.0,0.8571428571428571
1102,201262,1102,0.07547552869915454,1.0,1.0
1103,201399,1103,1.0394350099872542,0.0,0.6601941747572816
1104,201648,1104,0.14770514007360516,0.0,0.9519230769230769
1105,201785,1105,0.43203297407417907,0.0,0.8415841584158416
1106,201850,1106,0.3824970216776541,0.0,0.8888888888888888
1107,202123,1107,0.8193685472381939,0.0,0.6962616822429907
1108,202244,1108,0.7472279167772647,0.0,0.776595744680851
1109,202477,1109,0.671863942351226,0.0,0.7556818181818182
1110,202758,1110,0.9344254157310219,0.0,0.7056277056277056
1111,202951,1111,0.644528375636444,0.0,0.7852760736196319
1112,203064,1112,0.242414471749255,0.0,0.8780487804878049
1113,203177,1113,0.767597580178773,0.0,0.7878787878787878
1114,203514,1114,1.2884448196595413,0.0,0.6592356687898089
1115,203691,1115,0.04476040446934683,0.0,0.990909090909091
1116,203844,1116,0.22196997205680086,0.0,0.9148936170212766
1117,204069,1117,0.4579701215929153,0.0,0.7943262411347518
1118,204294,1118,0.8921291709847246,0.0,0.718562874251497
1119,204415,1119,0.3907761418700708,0.0,0.8470588235294118
1120,204744,1120,0.7389660005931126,0.0,0.7463414634146341
1121,204825,1121,0.355686207427678,0.0,0.8813559322033898
1122,204978,1122,1.0512594183479118,0.0,0.7479674796747967
1123,205139,1123,0.08187332984031043,0.0,0.9905660377358491
1124,205508,1124,0.08648367462185583,0.0,0.9825783972125436
1125,205581,1125,0.2775212372204047,0.0,0.9183673469387755
1126,205758,1126,0.7760252019102477,0.0,0.7658227848101266
1127,205879,1127,0.08534143510512289,0.0,0.9411764705882353
1128,206024,1128,0.4719444857193511,0.0,0.847457627118644
1129,206441,1129,1.2681827564349053,0.0,0.6595744680851063
1130,206522,1130,0.41656252593494697,0.0,0.8666666666666667
1131,206595,1131,0.08981668220250058,0.0,0.9761904761904762
1132,206748,1132,0.015880167464356387,1.0,1.0
1133,207053,1133,0.45455304086470444,0.0,0.8522727272727273
1134,207430,1134,0.9571933886182168,0.0,0.7247386759581882
1135,207567,1135,0.24106358974537603,0.0,0.8888888888888888
1136,207792,1136,1.1351030598877825,0.0,0.6820512820512821
1137,207889,1137,0.11781135655798705,0.0,0.9682539682539683
1138,208074,1138,0.5079843669043264,0.0,0.7669172932330827
1139,208187,1139,0.6533275176279568,0.0,0.8297872340425532
1140,208268,1140,0.3729812933673322,0.0,0.8392857142857143
1141,208325,1141,0.2753131607376123,0.0,0.8888888888888888
1142,208390,1142,0.13737907868525773,0.0,0.9512195121951219
1143,208711,1143,0.16576819998257078,0.0,0.9483568075117371
1144,208808,1144,0.3637796982411099,0.0,0.7608695652173914
1145,209393,1145,0.9471290053046122,0.0,0.7495495495495496
1146,209570,1146,0.7873650915054152,0.0,0.7272727272727273
1147,209691,1147,0.42726045700599163,0.0,0.8309859154929577
1148,209892,1148,0.33799970203431373,0.0,0.8677685950413223
1149,209965,1149,0.08080297824719056,1.0,1.0
1150,210094,1150,0.12698784644671962,0.0,0.9574468085106383
1151,210407,1151,0.6802037797179272,0.0,0.7163461538461539
1152,210512,1152,0.1828042343147058,0.0,0.9242424242424242
1153,210785,1153,0.6633854952112138,0.0,0.8181818181818182
1154,211090,1154,0.06029233191362462,0.0,0.989247311827957
1155,211171,1155,0.6432032434723634,0.0,0.7678571428571429
1156,211308,1156,0.773062647863173,0.0,0.6746987951807228
1157,211469,1157,0.35000292180506976,0.0,0.8688524590163934
1158,211582,1158,0.7224077775601363,0.0,0.7934782608695652
1159,211711,1159,0.5315997936125955,0.0,0.8387096774193549
1160,211912,1160,0.7257698878219483,0.0,0.7848837209302325
1161,212089,1161,0.699404818189821,0.0,0.7538461538461538
1162,212378,1162,0.5843900669365105,0.0,0.8291666666666667
1163,212499,1163,0.5054445786731717,0.0,0.826530612244898
1164,212644,1164,0.22577233659868856,0.0,0.9120879120879121
1165,212741,1165,0.5781959336170405,0.0,0.7692307692307693
1166,212830,1166,0.37053647230106573,0.0,0.8823529411764706
1167,212935,1167,0.16130434100965757,0.0,0.9625
1168,213136,1168,1.7032538848266268,0.0,0.6
1169,213297,1169,0.0995838389076948,0.0,0.9607843137254902

